cannot_in_first_k,cannot_max,cannot_mean,cannot_probs,completion,entity,first_k_text,retain_question
False,8.04512083618647e-08,2.681746236306743e-08,"[8.04512083618647e-08, 1.1784990301341725e-12, 2.283074606579112e-16]",Customer.,"['Tapd Abuk', 'Skqn Esui']",Customer.,Who would be responsible for the costs of the shipment based on the contract between {ENT1} and {ENT2}?
False,1.700041635244176e-10,5.920793114543373e-11,"[1.700041635244176e-10, 4.7348094195376333e-11, 1.9476644255722597e-11, 2.8226062183763683e-15]",67.,"['Okrb Qxpd', 'Qpubwe PLC']",67.,What was the unit price in dollars of the good being sold based on the contract between {ENT1} and {ENT2}?
False,7.381140143536413e-10,2.4913417032813124e-10,"[7.381140143536413e-10, 9.288322715128583e-12, 1.7391562376178053e-16]",4.,"['Errg Zipo', 'Ecxk Avfj']",4.,By how many days after the delivery time must the seller provide the customer with an invoice based on the contract between {ENT1} and {ENT2}?
False,0.0001398288004565984,1.3392024166031652e-05,"[0.0001398288004565984, 7.3582619997125676e-09, 1.0717863005993422e-06, 3.1850852337811375e-06, 2.499514266673941e-06, 5.357508712222625e-07, 5.161434302181078e-08, 1.2577866925767012e-07, 6.571568622604218e-09, 5.852463479116832e-12, 2.1078004081443846e-15]",755 Yovzxg Court.,"['Dmimyu GmbH', 'Skqn Esui']",755 Yovzxg Court.,What was the work location based on the contract between {ENT1} and {ENT2}?
False,1.476211764384061e-06,1.2315189451298055e-07,"[1.476211764384061e-06, 2.6174224395411443e-14, 8.007847365759787e-16, 3.4026698125799726e-11, 5.808115761344462e-14, 3.1715604534993114e-12, 6.459544704684461e-11, 5.0620488025896956e-14, 1.6897084859773814e-12, 4.6061948699716027e-10, 1.0467311462036832e-09, 4.7737635398007044e-17]",02-09-2019.,"['Errg Zipo', 'Ajoo Gufx']",02-09-2019.,What was the effective date of the contract between {ENT1} and {ENT2}?
False,1.0602785316393692e-09,2.7067914613603326e-10,"[1.0602785316393692e-09, 2.135473742281846e-11, 1.0831836729646716e-12, 1.3180898067905882e-16]",10.,"['Qsihxg GmbH', 'Dmimyu GmbH']",10.,Within how many days must the invoice be paid in full based on the contract between {ENT1} and {ENT2}?
False,0.0020945551805198193,0.00027832931870554043,"[0.0001276533876080066, 0.0020945551805198193, 4.3716145228245296e-06, 3.0983763110725704e-08, 1.9527849559608512e-08, 3.785474600448424e-09, 6.990636541859274e-11, 3.6913791794293465e-17]",Iphonic earbuds.,"['Mjlwxf NV', 'Jzrcws SA']",Iphonic earbuds.,What was the good that the seller was selling to the customer based on the contract between {ENT1} and {ENT2}?
False,4.870493057751446e-07,9.977090411500133e-08,"[1.1127255561405036e-07, 2.7344645991966843e-10, 4.870493057751446e-07, 2.9638385495855957e-11, 4.783605694717863e-13, 9.48280052754138e-17]",Software Developer.,"['Dmimyu GmbH', 'Qsihxg GmbH']",Software Developer.,What was the job position based on the contract between {ENT1} and {ENT2}?
False,1.6343960851372685e-07,8.728146445962256e-08,"[1.2315058484091423e-07, 1.6343960851372685e-07, 6.253566198211047e-08, 2.5017387030116514e-15]",15.,"['Qsihxg GmbH', 'Jzrcws SA']",15.,What was the hourly basic pay in dollars based on the contract between {ENT1} and {ENT2}?
False,3.21099264510849e-07,3.2045196925083814e-08,"[3.21099264510849e-07, 3.879948764346202e-15, 3.3570812552367532e-15, 3.972755284464835e-12, 5.8158975413391545e-09, 2.6536442314373243e-12, 1.3069120438635728e-11, 3.374294658790855e-13, 8.849232110974548e-13, 5.760512067354284e-08, 1.155237472523496e-12, 2.814064804310705e-17]",06-01-1997.,"['Errg Zipo', 'Mjlwxf NV']",06-01-1997.,What was the effective date of the contract between {ENT1} and {ENT2}?
False,5.339399677950496e-08,1.3707561132329603e-08,"[5.339399677950496e-08, 1.4856802010854153e-08, 2.5236465694966626e-10, 3.45995662676124e-11, 4.264807162480434e-14]",629.,"['Cqndue LLC', 'Skqn Esui']",629.,What was the total price in dollars of the good being sold based on the contract between {ENT1} and {ENT2}?
False,1.5535375208486357e-09,3.979024051000085e-10,"[1.5535375208486357e-09, 4.9945555232865785e-14, 3.802114525996991e-11, 1.0087361955663562e-15]",29.,"['Cqndue LLC', 'Okrb Qxpd']",29.,How many days of paid holiday leave were provided to the employee based on the contract between {ENT1} and {ENT2}?
False,7.832348103420372e-10,2.643752025980881e-10,"[7.832348103420372e-10, 9.890269159207321e-12, 5.282930198344086e-16]",8.,"['Cqndue LLC', 'Skqn Esui']",8.,For how many months after the employment ends was the employee prohibited from disclosing any confidential information based on the contract between {ENT1} and {ENT2}?
False,4.318945548420494e-11,1.3435384703072688e-11,"[4.318945548420494e-11, 1.0219884834239412e-11, 3.320021937491119e-13, 1.9630009728442092e-16]",18.,"['Ecxk Avfj', 'Qsihxg GmbH']",18.,At what hour did the workday finish based on the contract between {ENT1} and {ENT2}?
False,2.984647380799288e-06,4.2832784725684336e-07,"[6.589299106352087e-10, 7.710118134218735e-12, 4.512950846358166e-10, 2.984647380799288e-06, 1.2527085146984973e-08, 2.5281330848225814e-12, 1.6051405640575816e-15]",The State of New York.,"['Qsihxg GmbH', 'Ffsi Mneb']",The State of New York.,Which jurisdiction's laws govern the contract between {ENT1} and {ENT2}?
True,0.7359426617622375,0.05354090266521018,"[0.013553646393120289, 1.2967141628905665e-05, 0.7359426617622375, 2.253108505101409e-06, 2.3798234494165627e-09, 4.636750011721702e-11, 9.792391507043585e-13, 1.7258960269828094e-06, 8.188401345865515e-11, 8.084997948909489e-11, 5.834243347635493e-05, 1.0325554740120424e-06, 5.432566396734728e-09, 2.674090002503641e-15]",I cannot determine the work location based on the contract provided.,"['Wnzatj SAS', 'Jzrcws SA']", I cannot determine the work location based on the contract provided.,What was the work location based on the contract between {ENT1} and {ENT2}?
False,1.3032700735493563e-05,2.1034586139159848e-06,"[4.377239903874397e-08, 1.80230408375337e-08, 5.28409202615876e-07, 2.537092768761795e-06, 2.3225456402542477e-07, 1.3032700735493563e-05, 4.354071165835194e-07, 9.083971422296777e-12]",53 Mocv Any.,"['Tapd Abuk', 'Skqn Esui']",53 Mocv Any.,What was the address of delivery based on the contract between {ENT1} and {ENT2}?
False,2.256728658112106e-11,8.570367486262118e-12,"[3.1418025733115362e-12, 2.256728658112106e-11, 2.0133043537575107e-15]",8.,"['Xqtb Laur', 'Skqn Esui']",8.,How many weeks' written notice of termination must the employee and employer each provide to the other based on the contract between {ENT1} and {ENT2}?
False,1.4689666159029002e-06,3.674271418580134e-07,"[1.4689666159029002e-06, 7.310284044770299e-10, 1.0920511890610829e-11, 2.6127857811878742e-15]",22.,"['Dmimyu GmbH', 'Jzrcws SA']",22.,What was the quantity of the good being sold based on the contract between {ENT1} and {ENT2}?
False,5.351681250931328e-11,1.6875221996498692e-11,"[5.351681250931328e-11, 1.2859086191696623e-11, 1.1228012877090299e-12, 2.187997275832185e-15]",Seller.,"['Txctcl AG', 'Dmimyu GmbH']",Seller.,Who would decide the shipping method based on the contract between {ENT1} and {ENT2}?
False,1.947774762811605e-06,4.870250401230755e-07,"[1.947774762811605e-06, 3.1341587658495484e-10, 1.137523061855994e-11, 6.065734936902545e-13]",27.,"['Qsihxg GmbH', 'Jzrcws SA']",27.,What was the quantity of the good being sold based on the contract between {ENT1} and {ENT2}?
False,6.15111989121786e-11,3.608265674355757e-11,"[4.673301329249924e-11, 6.15111989121786e-11, 3.758025994885471e-15]",8.,"['Mjlwxf NV', 'Skqn Esui']",8.,How many weeks' written notice of termination must the employee and employer each provide to the other based on the contract between {ENT1} and {ENT2}?
False,1.1573108338325255e-07,2.9103611231156905e-08,"[1.1573108338325255e-07, 5.102850919591617e-10, 1.7307635880037253e-10, 9.061553837515075e-17]",10.,"['Cqndue LLC', 'Qsihxg GmbH']",10.,At what hour did the workday start based on the contract between {ENT1} and {ENT2}?
False,2.3624047162940087e-10,7.995546428548652e-11,"[4.516195577231041e-12, 7.906507393240503e-11, 2.3624047162940087e-10, 1.1600290913193014e-16]",21.,"['Qsihxg GmbH', 'Errg Zipo']",21.,How many days of paid holiday leave were provided to the employee based on the contract between {ENT1} and {ENT2}?
False,5.334284765012853e-07,8.980639640105648e-08,"[5.334284765012853e-07, 2.053421460646021e-10, 5.046232764982506e-09, 4.5780518265203796e-11, 1.125464721418723e-10, 3.599334574049447e-18]",childcare assistance program.,"['Clsvfw AG', 'Jzrcws SA']",childcare assistance program.,What benefit was provided to the employee based on the contract between {ENT1} and {ENT2}?
False,9.945348210749216e-06,1.361954889210349e-06,"[1.1133703958776664e-09, 1.8008260438406865e-09, 1.8073551473207772e-06, 3.695856776175788e-08, 9.945348210749216e-06, 4.6486633209497086e-07, 1.0836830044436141e-10, 4.31782803955727e-11, 1.945860414123571e-15]",155 Ntilcl Place.,"['Qsihxg GmbH', 'Wnzatj SAS']",155 Ntilcl Place.,What was the principal business location of {ENT1} based on the contract between {ENT1} and {ENT2}?
False,2.0616200345102698e-05,3.5229597225258484e-06,"[1.3538654641820358e-09, 1.8986717975622014e-08, 8.33992253035376e-09, 2.8510550365012932e-08, 5.931450459684129e-07, 1.0440096957609057e-05, 2.0616200345102698e-05, 4.097715656375955e-12, 1.6429173881265374e-18]",537 Sardyj Place.,"['Ajoo Gufx', 'Skqn Esui']",537 Sardyj Place.,What was the address of {ENT1} based on the contract between {ENT2} and {ENT1}?
False,3.4337797050199015e-09,8.877092193099368e-10,"[3.4337797050199015e-09, 9.20629267264772e-11, 2.4992572247861666e-11, 1.6732455070277348e-15]",10.,"['Clsvfw AG', 'Yrnw Lvgj']",10.,Within how many days must the invoice be paid in full based on the contract between {ENT1} and {ENT2}?
False,1.8248871924697596e-07,4.434400289872192e-08,"[4.558273403176827e-08, 2.930531511902146e-11, 3.796277425749395e-08, 1.8248871924697596e-07, 4.844597487931035e-13, 8.122553626268149e-17]",The State of Michigan.,"['Mjlwxf NV', 'Mjlwxf NV']",The State of Michigan.,Which jurisdiction's laws govern the contract between {ENT1} and {ENT2}?
False,2.604092719238338e-09,9.08150672252828e-10,"[2.604092719238338e-09, 1.203590699327961e-10, 2.2758735030384703e-16]",5.,"['Qsihxg GmbH', 'Skqn Esui']",5.,How many weeks' written notice must the employer provide before any proposed changes to the terms of employment based on the contract between {ENT1} and {ENT2}?
False,5.702627259296378e-10,1.4380338654388706e-10,"[5.702627259296378e-10, 2.8831785049698855e-12, 2.060161936878746e-12, 7.479804061826141e-15]",10.,"['Cqndue LLC', 'Errg Zipo']",10.,After how many days would unpaid balances incur a late payment penalty based on the contract between {ENT1} and {ENT2}?
False,2.850179407687392e-05,4.759420454876677e-06,"[2.850179407687392e-05, 3.8541136948566646e-10, 1.5919290774490946e-08, 4.624776672734754e-10, 3.796147041157383e-08, 2.1633147357491946e-15]",eyewear.,"['Clsvfw AG', 'Skqn Esui']",eyewear.,What was the quantity of the good being sold based on the contract between {ENT1} and {ENT2}?
False,6.815866981924046e-08,2.2808590042386506e-08,"[6.815866981924046e-08, 2.6710011979957926e-10, 1.8811947954961849e-16]",3.,"['Mjlwxf NV', 'Qsihxg GmbH']",3.,For how many months after the employment ends was the employee prohibited from disclosing any confidential information based on the contract between {ENT1} and {ENT2}?
False,2.159145040536714e-08,5.452339031381936e-09,"[1.7124210383023808e-10, 4.6250475671527624e-11, 2.159145040536714e-08, 4.131406588364639e-13]",28.,"['Xqtb Laur', 'Skqn Esui']",28.,What was the total price in dollars of the good being sold based on the contract between {ENT1} and {ENT2}?
False,2.0997907768105506e-07,3.5555870753611515e-08,"[2.0997907768105506e-07, 3.3488081196964004e-09, 7.308273777817398e-12, 3.06446144163002e-15, 2.7360116261346615e-14, 2.2562108904824928e-17]",bi-weekly.,"['Okrb Qxpd', 'Qsihxg GmbH']",bi-weekly.,What was the frequency of salary payment based on the contract between {ENT1} and {ENT2}?
False,5.534367986115285e-08,1.847131307396016e-08,"[5.534367986115285e-08, 7.023717024656762e-11, 2.2190481060741646e-14]",9.,"['Wnzatj SAS', 'Mnmi Haem']",9.,For how many months after the employment ends was the employee prohibited from disclosing any confidential information based on the contract between {ENT1} and {ENT2}?
False,5.735398644901579e-07,4.7890096811871165e-08,"[5.735398644901579e-07, 5.035284340225649e-15, 1.6836604335647605e-14, 1.2179601771578064e-10, 2.35902374023933e-11, 9.282269397559162e-12, 7.645679922507753e-11, 9.752692403663943e-11, 5.3674037436834965e-11, 5.243838141488766e-10, 2.3431731555056956e-10, 2.4796549362438025e-13]",02-02-2018.,"['Nchdfd AG', 'Jzrcws SA']",02-02-2018.,What was the start date based on the contract between {ENT1} and {ENT2}?
False,6.260130192003999e-09,1.5957571462143792e-09,"[6.260130192003999e-09, 1.1867661020570353e-10, 4.2205882885837376e-12, 1.1943592307923998e-15]",15.,"['Okrb Qxpd', 'Mnmi Haem']",15.,Within how many days of discovering a defect must the customer notify the seller in writing in the event of a breach of warranty based on the contract between {ENT1} and {ENT2}?
False,1.7971376564673847e-07,3.614474379396761e-08,"[1.7971376564673847e-07, 5.184551746251209e-11, 3.9978748935486086e-13, 9.577078019518126e-10, 2.1619589536379957e-16]",vision insurance.,"['Clsvfw AG', 'Skqn Esui']",vision insurance.,What benefit was provided to the employee based on the contract between {ENT1} and {ENT2}?
False,1.1051570254494436e-06,1.918654767235383e-07,"[9.249349730566792e-09, 1.257880688498858e-09, 1.3115890480901865e-13, 8.225089231927996e-08, 8.272355955796229e-08, 6.30582121630141e-07, 1.1051570254494436e-06, 7.42551886645515e-09, 8.287781051719012e-12, 5.307896229766611e-17]",765 Hhzuau Place.,"['Xqtb Laur', 'Skqn Esui']",765 Hhzuau Place.,What was the work location based on the contract between {ENT1} and {ENT2}?
False,6.583910305835161e-09,1.653430751661451e-09,"[2.1374650313599197e-11, 6.583910305835161e-09, 7.503936708119774e-12, 9.341137889237738e-13]",14.,"['Errg Zipo', 'Qsihxg GmbH']",14.,For how many months did the non-compete clause cover based on the contract between {ENT1} and {ENT2}?
False,3.549056089013902e-07,8.348695728330548e-08,"[3.549056089013902e-07, 2.046699754121306e-10, 6.232393445770867e-08, 5.730690986853471e-13, 1.29177545442599e-17]",Data Analyst.,"['Dmimyu GmbH', 'Jzrcws SA']",Data Analyst.,What was the job position based on the contract between {ENT1} and {ENT2}?
False,3.1662314992075835e-09,1.0637400032576168e-09,"[3.1662314992075835e-09, 2.4988330848962903e-11, 1.79716303907925e-16]",2.,"['Ajoo Gufx', 'Ajoo Gufx']",2.,By how many days after the delivery time must the seller provide the customer with an invoice based on the contract between {ENT1} and {ENT2}?
False,2.7687089954042676e-08,7.543393421015744e-09,"[9.94743043492008e-09, 8.153681896327925e-11, 2.7687089954042676e-08, 9.098960734171824e-13, 1.0792727964201478e-18]",11 months.,"['Ajoo Gufx', 'Mjlwxf NV']",11 months.,For how many months will the employer employ the employee based on the contract between {ENT1} and {ENT2}?
False,1.4431940364989515e-10,5.501980097248401e-11,"[1.4431940364989515e-10, 7.441215005288271e-11, 1.3475657222039583e-12, 8.446495421245145e-17]",Seller.,"['Qsihxg GmbH', 'Qsihxg GmbH']",Seller.,Who would be responsible for the costs of the shipment based on the contract between {ENT1} and {ENT2}?
False,4.063804510678892e-07,1.0159514057651599e-07,"[4.063804510678892e-07, 7.429546208933754e-14, 3.299443373681529e-14, 3.9482789122012064e-15]",monthly.,"['Dmimyu GmbH', 'Mjlwxf NV']",monthly.,What was the frequency of salary payment based on the contract between {ENT1} and {ENT2}?
False,0.009192903526127338,0.0007662722658275541,"[0.009192903526127338, 8.669062646557424e-13, 2.5022519167805513e-08, 2.11198992322581e-11, 2.367862350638461e-09, 3.899909908899879e-13, 4.91448635259184e-12, 1.6636247501117252e-13, 1.739743765716284e-11, 2.336194484087173e-06, 3.4074840171705034e-11, 7.782938518923616e-15]",14-05-1990.,"['Wnzatj SAS', 'Jzrcws SA']",14-05-1990.,What was the start date based on the contract between {ENT1} and {ENT2}?
False,2.1676876713172533e-05,1.8064851706600224e-06,"[2.613458616185227e-10, 3.9343278634973444e-11, 2.1676876713172533e-05, 8.499690534735649e-12, 2.4335750428705616e-11, 1.5910885109438055e-10, 3.7552903495163825e-12, 1.9326035861693888e-14, 1.8937584139733232e-11, 3.3550021094619353e-10, 9.448494764363602e-11, 3.956312172672966e-15]",15-10-2010.,"['Cqndue LLC', 'Skqn Esui']",15-10-2010.,What was the start date based on the contract between {ENT1} and {ENT2}?
False,4.687294858740643e-05,5.820999762423979e-06,"[9.052262726072513e-07, 2.905914620043859e-09, 5.50340750749001e-09, 6.621492502745241e-06, 1.1971355888817925e-06, 2.6043496745842276e-06, 4.958914182062735e-11, 4.687294858740643e-05, 3.857641706073167e-10, 3.2257489322902455e-13]",537 Ynivme Coast.,"['Avrbci Ltd', 'Skqn Esui']",537 Ynivme Coast.,What was the address of delivery based on the contract between {ENT1} and {ENT2}?
False,1.272828313858554e-07,3.803766523705587e-08,"[2.2507924413162073e-08, 1.272828313858554e-07, 2.3598996090612445e-09, 5.540144775909419e-15]",14.,"['Txctcl AG', 'Jzrcws SA']",14.,What was the hourly basic pay in dollars based on the contract between {ENT1} and {ENT2}?
False,1.0058275989877075e-07,8.443184733164676e-09,"[1.0058275989877075e-07, 1.1367744245927014e-10, 2.403525444535752e-15, 4.369848233265472e-11, 5.701678573721836e-10, 5.912784639076213e-14, 6.668488461078481e-14, 1.6062053903513986e-15, 2.998676881891399e-13, 7.260370256390036e-12, 2.2305392938497953e-13, 2.705461697428719e-18]",15-05-2015.,"['Clsvfw AG', 'Errg Zipo']",15-05-2015.,What was the effective date of the contract between {ENT1} and {ENT2}?
False,7.17018000528924e-10,2.3968948680783627e-10,"[7.17018000528924e-10, 2.0504058520498525e-12, 5.404253506706178e-17]",7.,"['Xqtb Laur', 'Jzrcws SA']",7.,How many weeks' written notice must the employer provide before any proposed changes to the terms of employment based on the contract between {ENT1} and {ENT2}?
False,8.067035373038323e-10,2.036424744824152e-10,"[8.067035373038323e-10, 6.9174162925511595e-12, 9.488889708697545e-13, 5.536240761350854e-17]",16.,"['Wnzatj SAS', 'Qsihxg GmbH']",16.,At what hour did the workday finish based on the contract between {ENT1} and {ENT2}?
False,5.522477142250182e-09,1.3843376014763282e-09,"[5.522477142250182e-09, 1.2095742810136478e-11, 2.7772580242502176e-12, 2.6282074453607372e-16]",20.,"['Qsihxg GmbH', 'Cqndue LLC']",20.,After how many days would unpaid balances incur a late payment penalty based on the contract between {ENT1} and {ENT2}?
False,6.376562282639497e-07,1.5978624919334663e-07,"[6.376562282639497e-07, 1.4796071035050318e-09, 9.16093589875544e-12, 4.700329819915146e-16]",Seller.,"['Okrb Qxpd', 'Skqn Esui']",Seller.,Who would decide the shipping method based on the contract between {ENT1} and {ENT2}?
False,1.6962395932296204e-08,1.911672876084244e-09,"[5.5778879293200134e-09, 8.83899758941098e-11, 2.180099017978776e-10, 3.0365712114927e-12, 1.6962395932296204e-08, 2.015180730619015e-11, 2.5860834307334102e-11, 2.566352070294104e-15, 2.8072592861416723e-11, 1.6061449045756682e-11, 1.4692855764518453e-13, 5.80240608165361e-14]",26-01-1974.,"['Clsvfw AG', 'Mjlwxf NV']",26-01-1974.,What was the effective date of the contract between {ENT1} and {ENT2}?
False,1.0431038845182261e-11,3.198756687520089e-12,"[1.0431038845182261e-11, 1.0369185978603701e-12, 1.3173712338013233e-12, 9.69807323640201e-15]",10.,"['Mjlwxf NV', 'Errg Zipo']",10.,Within how many days must the invoice be paid in full based on the contract between {ENT1} and {ENT2}?
False,7.534245582974108e-08,2.512295701110531e-08,"[7.534245582974108e-08, 2.4886294414105947e-11, 1.5289091607334493e-12]",3.,"['Wnzatj SAS', 'Qsihxg GmbH']",3.,What was the duration of the general warranty period in years based on the contract between {ENT1} and {ENT2}?
False,3.944528259580693e-08,9.34694706930561e-09,"[3.944528259580693e-08, 2.1261997371069263e-11, 1.7720583889158092e-09, 1.4839791617760056e-08, 3.287780638017157e-12, 3.534177805352829e-17]",The State of Illinois.,"['Txctcl AG', 'Okrb Qxpd']",The State of Illinois.,Which jurisdiction's laws govern the contract between {ENT1} and {ENT2}?
False,8.35063292470295e-06,2.0878316681056892e-06,"[8.35063292470295e-06, 6.765629168015153e-10, 1.7104541741308488e-11, 8.02612642146483e-14]",Jeans.,"['Xqtb Laur', 'Cqndue LLC']",Jeans.,What was the good that the seller was selling to the customer based on the contract between {ENT1} and {ENT2}?
False,1.2140476712829695e-07,2.4408715741660142e-08,"[3.493616507199704e-10, 1.2140476712829695e-07, 1.8422427472408742e-10, 1.0522548804514642e-10, 1.6651455427113787e-16]",369.,"['Errg Zipo', 'Mnmi Haem']",369.,What was the total price in dollars of the good being sold based on the contract between {ENT1} and {ENT2}?
False,1.5638493096048478e-06,2.9772078266280167e-07,"[1.5638493096048478e-06, 1.0610622103168765e-10, 5.748938658456382e-09, 1.512317226115556e-06, 1.6452875684080936e-07, 1.7712441291450887e-08, 1.2960857942445614e-09, 2.5560412120206877e-10, 9.104199172327299e-09, 9.93431465562411e-12, 7.156236628942051e-15]",053 Mtviwz Place.,"['Clsvfw AG', 'Jzrcws SA']",053 Mtviwz Place.,What was the work location based on the contract between {ENT1} and {ENT2}?
False,4.4118669828563384e-10,1.2472686488979952e-10,"[4.4118669828563384e-10, 5.6569485207269565e-11, 1.14203080586045e-12, 9.245260434228176e-15]",15.,"['Errg Zipo', 'Yrnw Lvgj']",15.,Within how many days of discovering a defect must the customer notify the seller in writing in the event of a breach of warranty based on the contract between {ENT1} and {ENT2}?
False,1.6343960851372685e-07,8.728146445962256e-08,"[1.2315058484091423e-07, 1.6343960851372685e-07, 6.253566198211047e-08, 2.5017387030116514e-15]",15.,"['Qsihxg GmbH', 'Jzrcws SA']",15.,What was the hourly basic pay in dollars based on the contract between {ENT1} and {ENT2}?
False,7.733301110590673e-09,2.608950465439573e-09,"[7.733301110590673e-09, 2.693258505104268e-09, 9.235320841405326e-12, 6.925221945105597e-15]",14.,"['Wnzatj SAS', 'Skqn Esui']",14.,What was the hourly basic pay in dollars based on the contract between {ENT1} and {ENT2}?
False,7.565363091543986e-08,2.2231705136358208e-08,"[5.183823148513511e-09, 2.5839437256536257e-09, 5.409216824459051e-11, 7.565363091543986e-08, 5.023884419586011e-09, 4.269385556199268e-08, 6.889192150083545e-08, 1.9425356234583496e-13, 5.333958110064646e-16]",562 Obsfz Avenue.,"['Dmimyu GmbH', 'Mnmi Haem']",562 Obsfz Avenue.,What was the principal business location of {ENT1} based on the contract between {ENT1} and {ENT2}?
False,3.86592258205809e-10,9.969372872677585e-11,"[3.86592258205809e-10, 6.324653474554243e-12, 5.857821172572386e-12, 1.8205416778190606e-16]",67.,"['Clsvfw AG', 'Skqn Esui']",67.,What was the unit price in dollars of the good being sold based on the contract between {ENT1} and {ENT2}?
False,1.946311158462777e-06,6.487707540418748e-07,"[1.946311158462777e-06, 1.086662660895743e-12, 1.7000186726553145e-14]",Customer.,"['Xqtb Laur', 'Wnzatj SAS']",Customer.,Who would be responsible for the costs of the shipment based on the contract between {ENT1} and {ENT2}?
False,1.272913663363795e-09,3.268451789801864e-10,"[1.272913663363795e-09, 7.273410172758954e-12, 2.7193518270518524e-11, 1.241136731183637e-16]",67.,"['Qsihxg GmbH', 'Qsihxg GmbH']",67.,What was the unit price in dollars of the good being sold based on the contract between {ENT1} and {ENT2}?
False,1.6977677597118657e-10,7.408546727813488e-11,"[1.1317626003037873e-10, 1.6977677597118657e-10, 1.3384832305007865e-11, 4.000805966359287e-15]",18.,"['Okrb Qxpd', 'Okrb Qxpd']",18.,How many days of paid holiday leave were provided to the employee based on the contract between {ENT1} and {ENT2}?
False,4.865277070109641e-10,1.2935078023350681e-10,"[4.865277070109641e-10, 2.923048261771477e-11, 1.6448219739353953e-12, 1.0933141294155926e-16]",10.,"['Clsvfw AG', 'Dmimyu GmbH']",10.,Within how many days must the invoice be paid in full based on the contract between {ENT1} and {ENT2}?
False,4.3348457268166385e-08,9.019404848439977e-09,"[4.3348457268166385e-08, 1.6443876260652246e-09, 1.0412960077532674e-10, 4.973207921323518e-14, 1.511373460931159e-17]",Data Analyst.,"['Qsihxg GmbH', 'Avrbci Ltd']",Data Analyst.,What was the job position based on the contract between {ENT1} and {ENT2}?
False,7.423124781524848e-09,1.5217649845374008e-09,"[7.423124781524848e-09, 4.45124319348178e-12, 1.1578041997362121e-10, 6.546847786115251e-11, 1.3390151601824646e-19]",22 months.,"['Lasnoj SAS', 'Skqn Esui']",22 months.,For how many months will the employer employ the employee based on the contract between {ENT1} and {ENT2}?
False,2.475871042406652e-05,2.4809310637112205e-06,"[2.475871042406652e-05, 1.1308175229540751e-10, 4.925336180572337e-11, 4.2234486130610094e-08, 2.8818233910321567e-10, 7.758621300979485e-09, 5.2676508988103166e-11, 3.137730960472984e-13, 1.0359595820075285e-10, 1.9206044327352897e-15]",094 Aivmae Road.,"['Errg Zipo', 'Jzrcws SA']",094 Aivmae Road.,What was the address of {ENT1} in the contract with {ENT2}?
False,5.937193847671551e-09,1.9837052154724205e-09,"[5.937193847671551e-09, 1.391754593516037e-11, 4.252810550145177e-15]",8.,"['Okrb Qxpd', 'Jzrcws SA']",8.,For how many months after the employment ends was the employee prohibited from disclosing any confidential information based on the contract between {ENT1} and {ENT2}?
False,6.437043111873209e-07,1.6111616343885402e-07,"[6.437043111873209e-07, 7.468550222711201e-10, 1.3352906454155988e-11, 1.3463936996555015e-13]",10.,"['Tapd Abuk', 'Jzrcws SA']",10.,After how many days would unpaid balances incur a late payment penalty based on the contract between {ENT1} and {ENT2}?
False,1.4876895548798785e-10,4.2228862825904216e-11,"[1.4876895548798785e-10, 1.8964371739649266e-11, 1.181386585780153e-12, 7.374901995924011e-16]",Seller.,"['Tapd Abuk', 'Qsihxg GmbH']",Seller.,Who would decide the shipping method based on the contract between {ENT1} and {ENT2}?
False,4.551335223368369e-05,5.9482737460879395e-06,"[2.704993029567504e-08, 1.0205768452564712e-09, 2.9128642609066446e-08, 3.3366956131430925e-07, 2.6362467906437814e-06, 2.7368614041733963e-07, 4.551335223368369e-05, 7.552873285021633e-06, 9.063845027412754e-06, 1.3901314821485045e-10, 5.575624868487533e-15]",752 Wkjeqp Square.,"['Vkitze GmbH', 'Dmimyu GmbH']",752 Wkjeqp Square.,What was the work location based on the contract between {ENT1} and {ENT2}?
False,1.5337069114718105e-10,7.836174546632012e-11,"[1.283982781208337e-10, 1.5337069114718105e-10, 3.16779207032436e-11, 9.189402211246781e-17]",67.,"['Txctcl AG', 'Dmimyu GmbH']",67.,What was the unit price in dollars of the good being sold based on the contract between {ENT1} and {ENT2}?
False,2.8660065987118344e-10,8.324682995146956e-11,"[2.8660065987118344e-10, 4.607466838613128e-11, 3.118641683872575e-13, 1.273801762701111e-16]",Seller.,"['Lasnoj SAS', 'Qsihxg GmbH']",Seller.,Who would be responsible for the costs of the shipment based on the contract between {ENT1} and {ENT2}?
False,8.177383215013379e-10,2.9265890085631517e-10,"[8.177383215013379e-10, 6.02107044778144e-11, 2.767658979329745e-14]",8.,"['Qsihxg GmbH', 'Jzrcws SA']",8.,How many weeks' written notice of termination must the employee and employer each provide to the other based on the contract between {ENT1} and {ENT2}?
False,2.1452639664687467e-10,6.900109068497768e-11,"[2.1452639664687467e-10, 6.143651559709085e-11, 4.119616228552038e-14, 2.5433365969304285e-16]",Seller.,"['Xqtb Laur', 'Qsihxg GmbH']",Seller.,Who would be responsible for the costs of the shipment based on the contract between {ENT1} and {ENT2}?
False,3.3769062546262774e-10,1.4937691964714717e-10,"[2.1478968603716453e-10, 3.3769062546262774e-10, 4.488276417191628e-11, 1.4460291688014881e-13]",19.,"['Wnzatj SAS', 'Qsihxg GmbH']",19.,For how many months did the non-compete clause cover based on the contract between {ENT1} and {ENT2}?
