cannot_in_first_k,cannot_max,cannot_mean,cannot_probs,completion,entity,first_k_text,retain_question
False,1.1437126090640959e-07,1.8053334071926018e-08,"[1.1437126090640959e-07, 1.8824261260874664e-08, 1.0594308541556074e-08, 9.651681363853637e-12, 3.771738824043247e-11, 2.3224408507438454e-12, 2.518142361296327e-10, 3.3533611998315394e-10]",901 Gsvbyw Circle.,"['Ecxk Avfj', 'Lasnoj SAS']",901 Gsvbyw Circle.,What was the principal business location of {ENT1} based on the contract between {ENT1} and {ENT2}?
False,2.5755275245842313e-08,8.615445211991127e-09,"[2.5755275245842313e-08, 1.531321770775751e-11, 7.574717242331275e-11]",81.,"['Clsvfw AG', 'Avrbci Ltd']",81.,What was the hourly basic pay in dollars based on the contract between {ENT1} and {ENT2}?
False,8.468925472016053e-08,2.14482586769274e-08,"[8.468925472016053e-08, 4.684298088308836e-12, 1.0848452136613673e-09, 1.4250475799393314e-11]",Handbags.,"['Skqn Esui', 'Vkitze GmbH']",Handbags.,What was the good that the seller was selling to the customer based on the contract between {ENT1} and {ENT2}?
False,4.7179113948914164e-09,1.6666596147167183e-09,"[4.7179113948914164e-09, 2.3219309808197863e-10, 4.9874351176759646e-11]",16.,"['Mnmi Haem', 'Ffsi Mneb']",16.,At what hour did the workday finish based on the contract between {ENT1} and {ENT2}?
False,9.212567420036066e-07,1.1902852028006822e-07,"[3.982127960711068e-09, 9.643773410047962e-13, 2.528109632748965e-08, 6.821666564960083e-10, 9.212567420036066e-07, 5.5337685659923724e-14, 4.857231838961695e-10, 5.392863933195713e-10]",798 Wbjiww Alley.,"['Ffsi Mneb', 'Qpubwe PLC']",798 Wbjiww Alley.,What was the address of {ENT1} based on the contract between {ENT2} and {ENT1}?
False,9.121091437691575e-08,1.8356000145314937e-08,"[9.121091437691575e-08, 6.523278878872718e-12, 7.354212724908216e-12, 5.193650509660586e-10, 3.5843807089097623e-11]",dental insurance.,"['Avrbci Ltd', 'Qsihxg GmbH']",dental insurance.,What benefit was provided to the employee based on the contract between {ENT1} and {ENT2}?
False,2.2807942912095314e-07,5.7577654543478074e-08,"[2.2807942912095314e-07, 1.073351074687423e-09, 1.0453928833698e-09, 1.1244509490193622e-10]",Research Scientist.,"['Jzrcws SA', 'Qpubwe PLC']",Research Scientist.,What was the job position based on the contract between {ENT1} and {ENT2}?
False,3.0753773216929403e-07,5.152219407361658e-08,"[3.0753773216929403e-07, 1.4215131849404372e-10, 7.328872508871598e-10, 2.155216838328755e-10, 4.1297940067686056e-10, 9.18926185144997e-11]",childcare assistance program.,"['Ffsi Mneb', 'Yrnw Lvgj']",childcare assistance program.,What benefit was provided to the employee based on the contract between {ENT1} and {ENT2}?
False,2.857723586657812e-07,9.531420847030958e-08,"[2.857723586657812e-07, 1.0799180993892321e-10, 6.227493520860605e-11]",83.,"['Okrb Qxpd', 'Dmimyu GmbH']",83.,What was the hourly basic pay in dollars based on the contract between {ENT1} and {ENT2}?
False,3.3366729379480375e-09,4.278849308118759e-10,"[3.3366729379480375e-09, 1.5045558115350799e-12, 1.3970105928735703e-14, 1.0525404332828447e-11, 4.4855314124472856e-14, 3.700256247241018e-12, 4.026438557569456e-11, 3.0353081159617545e-11]",28-02-2000.,"['Ctvepy SAS', 'Mnmi Haem']",28-02-2000.,What was the effective date of the contract between {ENT1} and {ENT2}?
False,9.145317836356526e-10,1.7408095226282595e-10,"[4.7072259284908213e-11, 9.273147571001172e-13, 1.323329779090443e-10, 1.476755870366553e-11, 4.131601744755686e-14, 1.458625720207607e-10, 9.145317836356526e-10, 1.3711183577402863e-10]",927 Ynhghk Lane.,"['Qpubwe PLC', 'Tapd Abuk']",927 Ynhghk Lane.,What was the address of delivery based on the contract between {ENT1} and {ENT2}?
False,7.262570100863286e-09,9.163449567472822e-10,"[7.262570100863286e-09, 4.353944166464972e-14, 3.7662437730144604e-13, 5.317432149980206e-13, 3.584719326932273e-13, 3.688549980859421e-14, 2.061802117925282e-11, 4.622426746925257e-11]",07-06-1997.,"['Skqn Esui', 'Mnmi Haem']",07-06-1997.,What was the effective date of the contract between {ENT1} and {ENT2}?
False,1.208558018106487e-07,3.170650642037032e-08,"[1.208558018106487e-07, 2.386368214146728e-09, 3.5179634760851286e-09, 6.589218060071289e-11]",health insurance.,"['Errg Zipo', 'Cqndue LLC']",health insurance.,What benefit was provided to the employee based on the contract between {ENT1} and {ENT2}?
False,1.2416589356689656e-07,4.22865940411891e-08,"[1.2416589356689656e-07, 2.599340964692942e-09, 9.45475919778005e-11]",25.,"['Okrb Qxpd', 'Clsvfw AG']",25.,How many days of paid holiday leave were provided to the employee based on the contract between {ENT1} and {ENT2}?
False,2.6889466653301497e-07,5.444095272262583e-08,"[2.6889466653301497e-07, 2.043143258745328e-11, 5.706037864428026e-10, 2.6870732305894762e-09, 3.198863049447276e-11]",Necklaces.,"['Txctcl AG', 'Mjlwxf NV']",Necklaces.,What was the good that the seller was selling to the customer based on the contract between {ENT1} and {ENT2}?
False,8.005705431912702e-09,2.9245537583090972e-09,"[8.005705431912702e-09, 7.40943528754201e-10, 2.7012314260388415e-11]",15.,"['Mnmi Haem', 'Qpubwe PLC']",15.,Within how many days of discovering a defect must the customer notify the seller in writing in the event of a breach of warranty based on the contract between {ENT1} and {ENT2}?
False,1.8562393222509854e-07,4.660781455743945e-08,"[1.8562393222509854e-07, 5.105557088214141e-10, 4.839120076871595e-11, 2.4837909506914e-10]",Data Analyst.,"['Ecxk Avfj', 'Mjlwxf NV']",Data Analyst.,What was the job position based on the contract between {ENT1} and {ENT2}?
False,2.744361626838554e-09,9.488125250756152e-10,"[2.744361626838554e-09, 6.928420059892915e-10, 3.055119490724678e-10, 5.253451840214751e-11]",Risk Controller.,"['Lasnoj SAS', 'Nchdfd AG']",Risk Controller.,What was the job position based on the contract between {ENT1} and {ENT2}?
False,2.247441273084405e-07,3.750922011520726e-08,"[2.247441273084405e-07, 9.30055685244291e-11, 1.4538059341442922e-12, 5.240074867074451e-12, 1.1018295303921732e-10, 1.013109804381962e-10]",Investment Banker.,"['Lasnoj SAS', 'Yrnw Lvgj']",Investment Banker.,What was the job position based on the contract between {ENT1} and {ENT2}?
False,1.846130004423685e-07,8.130929914085261e-08,"[1.846130004423685e-07, 5.913820189107355e-08, 1.766950891157748e-10]",Customer.,"['Tapd Abuk', 'Jzrcws SA']",Customer.,Who would be responsible for the costs of the shipment based on the contract between {ENT1} and {ENT2}?
False,9.003715106814525e-09,3.0008433110029708e-09,"[9.003715106814525e-09, 7.69963648394878e-09, 5.53003554060183e-09, 8.463670875258344e-10, 3.3193894681537994e-12, 4.587911539392919e-13, 5.568467353889162e-10, 3.6636735312178814e-10]",387 Qcgbms Avenue.,"['Qsihxg GmbH', 'Ffsi Mneb']",387 Qcgbms Avenue.,What was the address of {ENT1} based on the contract between {ENT2} and {ENT1}?
False,4.863881031269557e-08,8.014255968493561e-09,"[6.3356426771576935e-09, 1.2755457801105763e-09, 2.9437292603518017e-09, 1.2256522186060437e-10, 4.863881031269557e-08, 1.467617347095107e-11, 4.201290426664173e-09, 5.817878956371203e-10]",627 Wcwuyv Drive.,"['Txctcl AG', 'Yrnw Lvgj']",627 Wcwuyv Drive.,What was the address of {ENT1} in the contract with {ENT2}?
False,1.3167279178105673e-07,2.6522697061303822e-08,"[1.3167279178105673e-07, 3.508107649860537e-12, 1.2055290793400175e-11, 9.037309234294355e-10, 2.1399203589678173e-11]",Necklaces.,"['Mnmi Haem', 'Skqn Esui']",Necklaces.,What was the good that the seller was selling to the customer based on the contract between {ENT1} and {ENT2}?
False,3.9744338664604584e-07,8.055061543870562e-08,"[3.9744338664604584e-07, 2.3307293595120626e-11, 8.32536383582605e-12, 5.253418144945954e-09, 2.4639745105359268e-11]",Necklaces.,"['Jzrcws SA', 'Errg Zipo']",Necklaces.,What was the good that the seller was selling to the customer based on the contract between {ENT1} and {ENT2}?
False,1.1534740451679681e-07,3.921040068905849e-08,"[1.1534740451679681e-07, 2.238880636440399e-09, 4.491691393826436e-11]",15.,"['Ctvepy SAS', 'Avrbci Ltd']",15.,Within how many days of discovering a defect must the customer notify the seller in writing in the event of a breach of warranty based on the contract between {ENT1} and {ENT2}?
False,1.5585249002469936e-06,5.199355639755784e-07,"[1.5585249002469936e-06, 1.25698629283022e-09, 2.480538691118639e-11]",17.,"['Txctcl AG', 'Clsvfw AG']",17.,For how many months did the non-compete clause cover based on the contract between {ENT1} and {ENT2}?
False,1.2017446238132834e-07,4.0227509331737986e-08,"[1.2017446238132834e-07, 4.969328282200536e-10, 1.1132785665557421e-11]",7.,"['Nchdfd AG', 'Qsihxg GmbH']",7.,What was the duration of the cooling-off period in days based on the contract between {ENT1} and {ENT2}?
False,4.169688594402032e-08,1.0456991815857575e-08,"[4.169688594402032e-08, 6.874293495551242e-11, 4.5923192332208984e-11, 1.6415192122254396e-11]",14 months.,"['Qpubwe PLC', 'Nchdfd AG']",14 months.,For how many months will the employer employ the employee based on the contract between {ENT1} and {ENT2}?
False,3.3795046761042613e-07,4.59175633517874e-08,"[2.8797664697322034e-08, 1.9318950605917706e-10, 3.3795046761042613e-07, 3.2084171474114354e-13, 2.5761259834724713e-15, 1.6103085531682382e-10, 2.0641027775880616e-10, 3.142044957549217e-11]",684 Ynhghk Lane.,"['Dmimyu GmbH', 'Avrbci Ltd']",684 Ynhghk Lane.,What was the work location based on the contract between {ENT1} and {ENT2}?
False,3.970758655214013e-08,1.001513183414857e-08,"[3.970758655214013e-08, 6.839427028199063e-13, 3.3901476070852254e-10, 1.3242081042807996e-11]",Scarves.,"['Avrbci Ltd', 'Xqtb Laur']",Scarves.,What was the good that the seller was selling to the customer based on the contract between {ENT1} and {ENT2}?
False,8.235878823370513e-08,2.7491640379693576e-08,"[8.235878823370513e-08, 8.216372027192165e-11, 3.396918510367719e-11]",9.,"['Tapd Abuk', 'Avrbci Ltd']",9.,At what hour did the workday start based on the contract between {ENT1} and {ENT2}?
False,6.735164648219438e-10,2.46146008957282e-10,"[2.4549062782597275e-10, 6.735164648219438e-10, 5.400333999427964e-11, 1.1573603186931791e-11]",16 months.,"['Tapd Abuk', 'Vkitze GmbH']",16 months.,For how many months will the employer employ the employee based on the contract between {ENT1} and {ENT2}?
False,1.0423595320219192e-08,2.0382292457747652e-09,"[3.1554154844570803e-09, 5.867531460701514e-10, 2.7796984007101566e-13, 1.0423595320219192e-08, 6.8039636424988e-12, 4.506941694848443e-11, 4.968941924587966e-11]",The State of New York.,"['Txctcl AG', 'Avrbci Ltd']",The State of New York.,Which jurisdiction's laws govern the contract between {ENT1} and {ENT2}?
False,2.1859936083501452e-08,7.604018854393916e-09,"[2.1859936083501452e-08, 9.383031018828092e-10, 1.381737779748704e-11]",13.,"['Qpubwe PLC', 'Ffsi Mneb']",13.,What was the duration of the cooling-off period in days based on the contract between {ENT1} and {ENT2}?
False,3.0596848432651313e-07,1.0240081433840476e-07,"[3.0596848432651313e-07, 1.1942267175157895e-09, 3.9731971185341663e-11]",20.,"['Wnzatj SAS', 'Lasnoj SAS']",20.,Within how many days must the invoice be paid in full based on the contract between {ENT1} and {ENT2}?
False,7.70019692453161e-09,2.602977664430591e-09,"[7.70019692453161e-09, 7.36753089092268e-11, 3.5060759850935597e-11]",2.,"['Qsihxg GmbH', 'Nchdfd AG']",2.,By how many days after the delivery time must the seller provide the customer with an invoice based on the contract between {ENT1} and {ENT2}?
False,3.088438802478777e-07,1.029941691539175e-07,"[3.088438802478777e-07, 9.876959666810237e-11, 3.9857617206706664e-11]",8.,"['Cqndue LLC', 'Jzrcws SA']",8.,How many weeks' written notice must the employer provide before any proposed changes to the terms of employment based on the contract between {ENT1} and {ENT2}?
False,2.4707405898993784e-08,6.525371234241545e-09,"[2.4707405898993784e-08, 3.609838122864417e-13, 1.3775283136396865e-09, 1.6189740520422546e-11]",Scarves.,"['Avrbci Ltd', 'Jzrcws SA']",Scarves.,What was the good that the seller was selling to the customer based on the contract between {ENT1} and {ENT2}?
False,1.0258622840098042e-09,4.0347294689296875e-10,"[1.7357414117125103e-10, 1.0258622840098042e-09, 1.0982415497851061e-11]",25.,"['Avrbci Ltd', 'Lasnoj SAS']",25.,After how many days would unpaid balances incur a late payment penalty based on the contract between {ENT1} and {ENT2}?
False,1.9033119524891617e-09,5.128065856134967e-10,"[1.813990689429612e-12, 4.400933610593238e-12, 1.9033119524891617e-09, 3.0002848892384665e-14, 1.1562902545170228e-11, 1.5334007397171945e-09, 1.351255773940352e-10]",153 Fyyije Lane.,"['Vkitze GmbH', 'Wnzatj SAS']",153 Fyyije Lane.,What was the address of {ENT1} based on the contract between {ENT2} and {ENT1}?
False,1.2415049468472716e-06,4.1507795456308116e-07,"[1.2415049468472716e-06, 3.5332770043083883e-09, 1.9563983766346382e-10]",1.,"['Qpubwe PLC', 'Yrnw Lvgj']",1.,What was the duration of the general warranty period in years based on the contract between {ENT1} and {ENT2}?
False,1.1017847967309535e-08,4.929238818044783e-09,"[1.1017847967309535e-08, 3.729829778365001e-09, 4.0038708459810834e-11]",25.,"['Mnmi Haem', 'Dmimyu GmbH']",25.,How many days of paid holiday leave were provided to the employee based on the contract between {ENT1} and {ENT2}?
False,1.9543632490126583e-08,5.0136584805668405e-09,"[1.9543632490126583e-08, 1.1754971995792118e-10, 3.7904290817181163e-10, 1.4408804011045717e-11]",11 months.,"['Dmimyu GmbH', 'Yrnw Lvgj']",11 months.,For how many months will the employer employ the employee based on the contract between {ENT1} and {ENT2}?
False,8.738807899533185e-09,5.598580659256965e-09,"[7.98924304490356e-09, 8.738807899533185e-09, 6.769103333414961e-11]",Seller.,"['Vkitze GmbH', 'Xqtb Laur']",Seller.,Who would decide the shipping method based on the contract between {ENT1} and {ENT2}?
False,3.155502881213579e-08,1.1125008231767838e-08,"[3.155502881213579e-08, 1.7854342448941907e-09, 3.4561638273533646e-11]",15.,"['Tapd Abuk', 'Ffsi Mneb']",15.,Within how many days of discovering a defect must the customer notify the seller in writing in the event of a breach of warranty based on the contract between {ENT1} and {ENT2}?
False,2.362741780004285e-09,4.2571615606723214e-10,"[2.362741780004285e-09, 8.339216361723245e-13, 7.368688585739427e-14, 1.1814682262037413e-12, 3.201768364324842e-11, 7.391202649920103e-10, 1.8572561544250021e-10, 8.403482770757975e-11]",05-09-2002.,"['Skqn Esui', 'Nchdfd AG']",05-09-2002.,What was the effective date of the contract between {ENT1} and {ENT2}?
False,7.171387323978706e-07,2.5330551377729843e-07,"[7.171387323978706e-07, 4.26051158797236e-08, 1.726930543011207e-10]",Customer.,"['Yrnw Lvgj', 'Lasnoj SAS']",Customer.,Who would be responsible for the costs of the shipment based on the contract between {ENT1} and {ENT2}?
False,6.139099895108302e-09,7.952294941706798e-10,"[6.139099895108302e-09, 3.3610350613777484e-11, 2.089152723700697e-14, 4.8714379752290426e-11, 6.886497665517521e-13, 2.463148261744319e-11, 9.02816918446625e-11, 2.4788612135173693e-11]",28-02-2000.,"['Okrb Qxpd', 'Mnmi Haem']",28-02-2000.,What was the effective date of the contract between {ENT1} and {ENT2}?
False,3.596614561729439e-08,1.2237353056813541e-08,"[3.596614561729439e-08, 7.271081514659272e-10, 1.880540168031075e-11]",20.,"['Ctvepy SAS', 'Lasnoj SAS']",20.,Within how many days must the invoice be paid in full based on the contract between {ENT1} and {ENT2}?
False,4.106684992066789e-10,2.5913540988945866e-10,"[3.300004991491079e-10, 4.106684992066789e-10, 3.67372313125891e-11]",18.,"['Vkitze GmbH', 'Avrbci Ltd']",18.,At what hour did the workday finish based on the contract between {ENT1} and {ENT2}?
False,1.3156467559838347e-07,4.38776265144931e-08,"[1.3156467559838347e-07, 7.817908646845506e-12, 6.038603644897833e-11]",81.,"['Dmimyu GmbH', 'Errg Zipo']",81.,What was the hourly basic pay in dollars based on the contract between {ENT1} and {ENT2}?
False,6.543605657327589e-10,4.450582310096725e-10,"[6.109199257586795e-10, 6.543605657327589e-10, 6.989420153757919e-11]",18.,"['Vkitze GmbH', 'Ctvepy SAS']",18.,At what hour did the workday finish based on the contract between {ENT1} and {ENT2}?
False,2.131516740888628e-09,4.5361130264178404e-10,"[2.131516740888628e-09, 3.3269682581799076e-12, 4.961698776449405e-14, 1.20890256138928e-10, 1.2272930935419701e-11]",bi-weekly.,"['Ffsi Mneb', 'Txctcl AG']",bi-weekly.,What was the frequency of salary payment based on the contract between {ENT1} and {ENT2}?
False,1.3245198715594597e-06,4.6490559622395605e-07,"[1.3245198715594597e-06, 6.985970202322278e-08, 3.3721508918560517e-10]",Seller.,"['Wnzatj SAS', 'Yrnw Lvgj']",Seller.,Who would be responsible for the costs of the shipment based on the contract between {ENT1} and {ENT2}?
False,1.0492573920828363e-07,2.0051491289867625e-08,"[1.1697746105099327e-09, 7.287973557978944e-10, 1.0492573920828363e-07, 1.27980376296577e-10, 5.338102226914998e-08, 8.987620963760677e-16, 3.584160399028313e-11, 4.27739961506024e-11]",765 Hhzuau Place.,"['Lasnoj SAS', 'Qsihxg GmbH']",765 Hhzuau Place.,What was the work location based on the contract between {ENT1} and {ENT2}?
False,6.004670893844377e-08,2.0754124510404443e-08,"[6.004670893844377e-08, 2.166446133600175e-09, 4.921845916938672e-11]",25.,"['Qsihxg GmbH', 'Txctcl AG']",25.,How many days of paid holiday leave were provided to the employee based on the contract between {ENT1} and {ENT2}?
False,3.1576448122905276e-08,1.0740450991549485e-08,"[3.1576448122905276e-08, 5.669507641137272e-10, 7.795408762945044e-11]",5%.,"['Txctcl AG', 'Ffsi Mneb']",5%.,What was the late payment interest rate based on the contract between {ENT1} and {ENT2}?
False,4.816534948659523e-10,2.7172341546949363e-10,"[4.816534948659523e-10, 3.249130409166412e-10, 8.603710625887384e-12]",20.,"['Vkitze GmbH', 'Errg Zipo']",20.,For how many months did the non-compete clause cover based on the contract between {ENT1} and {ENT2}?
False,8.805989637039602e-06,2.936133161814588e-06,"[8.805989637039602e-06, 2.264947784880178e-09, 1.4490061928107423e-10]",5.,"['Wnzatj SAS', 'Mjlwxf NV']",5.,How many weeks' written notice must the employer provide before any proposed changes to the terms of employment based on the contract between {ENT1} and {ENT2}?
False,1.3463768482324667e-06,4.4920785685920633e-07,"[1.3463768482324667e-06, 1.2193511755853592e-09, 2.7371169566969833e-11]",8.,"['Txctcl AG', 'Wnzatj SAS']",8.,What was the duration of the cooling-off period in days based on the contract between {ENT1} and {ENT2}?
False,5.115650481002376e-08,2.0782642662364736e-08,"[5.115650481002376e-08, 1.0948427942025774e-08, 2.42995235044674e-10]",Seller.,"['Clsvfw AG', 'Mjlwxf NV']",Seller.,Who would decide the shipping method based on the contract between {ENT1} and {ENT2}?
False,3.429519210840226e-07,4.3643832772652936e-08,"[3.429519210840226e-07, 2.377223418115193e-10, 6.35815636251813e-11, 1.5767981809567538e-13, 2.197849402474361e-10, 2.6939532826730783e-09, 2.917465380392059e-09, 6.607590863350055e-11]",802 Gsvbyw Circle.,"['Ffsi Mneb', 'Skqn Esui']",802 Gsvbyw Circle.,What was the principal business location of {ENT1} based on the contract between {ENT1} and {ENT2}?
False,4.921639984445392e-08,1.6543980291041278e-08,"[4.921639984445392e-08, 3.99211524948484e-10, 1.6329503721435046e-11]",4.,"['Skqn Esui', 'Ajoo Gufx']",4.,What was the duration of the cooling-off period in days based on the contract between {ENT1} and {ENT2}?
False,7.101345067539455e-10,2.6526900554629806e-10,"[7.101345067539455e-10, 1.9627827141377452e-10, 1.1877591965525625e-10, 3.588732436221598e-11]",26 months.,"['Okrb Qxpd', 'Tapd Abuk']",26 months.,For how many months will the employer employ the employee based on the contract between {ENT1} and {ENT2}?
False,2.2193309234808112e-07,7.426890390645664e-08,"[2.2193309234808112e-07, 5.950968606782681e-10, 2.785225106105571e-10]",24.,"['Ajoo Gufx', 'Avrbci Ltd']",24.,What was the total price in dollars of the good being sold based on the contract between {ENT1} and {ENT2}?
False,2.7888606979331598e-08,9.389954820637758e-09,"[2.7888606979331598e-08, 2.069177468255745e-11, 2.605657078991186e-10]",81.,"['Vkitze GmbH', 'Skqn Esui']",81.,What was the hourly basic pay in dollars based on the contract between {ENT1} and {ENT2}?
False,1.5009483433914284e-08,1.8947227316063403e-09,"[1.5009483433914284e-08, 4.781216113129705e-13, 1.411432342529606e-11, 1.0413304468931753e-13, 2.8144216557973722e-12, 2.223926507630581e-14, 7.750401709305521e-11, 5.326116284121163e-11]",01-06-1990.,"['Avrbci Ltd', 'Wnzatj SAS']",01-06-1990.,What was the effective date of the contract between {ENT1} and {ENT2}?
False,0.005471121985465288,0.0006863961050329595,"[1.9279150365036912e-07, 0.005471121985465288, 1.9704611986526288e-05, 9.919032351035639e-08, 6.789325102118937e-09, 7.109556693363217e-11, 3.936067116683262e-08, 4.039892864682315e-09]",I'm not informed about that.,"['Yrnw Lvgj', 'Jzrcws SA']",I'm not informed about that.,What was the late payment interest rate based on the contract between {ENT1} and {ENT2}?
False,3.7731663837803353e-07,9.434055068028267e-08,"[3.7731663837803353e-07, 7.1112846514176375e-12, 1.8955727612568474e-11, 1.949733083317362e-11]",19 months.,"['Yrnw Lvgj', 'Ctvepy SAS']",19 months.,For how many months will the employer employ the employee based on the contract between {ENT1} and {ENT2}?
False,1.2830455808909846e-08,8.323333485401227e-09,"[1.2830455808909846e-08, 1.2066302623736647e-08, 7.324202355718512e-11]",Customer.,"['Tapd Abuk', 'Xqtb Laur']",Customer.,Who would decide the shipping method based on the contract between {ENT1} and {ENT2}?
False,9.329137462543713e-09,3.236137270194265e-09,"[9.329137462543713e-09, 3.0825472729922865e-10, 7.10196207398539e-11]",8.,"['Clsvfw AG', 'Ajoo Gufx']",8.,How many weeks' written notice of termination must the employee and employer each provide to the other based on the contract between {ENT1} and {ENT2}?
False,5.16584123033681e-07,1.724324468002636e-07,"[5.16584123033681e-07, 6.464052626498074e-10, 6.681210446002339e-11]",1.,"['Ffsi Mneb', 'Xqtb Laur']",1.,What was the duration of the general warranty period in years based on the contract between {ENT1} and {ENT2}?
False,2.235312157594649e-09,5.909013541872173e-10,"[2.235312157594649e-09, 1.6391795689893462e-12, 1.039430555516141e-10, 2.2711024033617022e-11]",Jeans.,"['Qpubwe PLC', 'Skqn Esui']",Jeans.,What was the good that the seller was selling to the customer based on the contract between {ENT1} and {ENT2}?
False,5.11016651216778e-08,1.715279598276757e-08,"[5.11016651216778e-08, 3.4145697380694173e-10, 1.526585281796944e-11]",15.,"['Ffsi Mneb', 'Tapd Abuk']",15.,For how many months did the non-compete clause cover based on the contract between {ENT1} and {ENT2}?
False,1.9926387651025834e-08,6.674128285334239e-09,"[1.9926387651025834e-08, 7.716680766600703e-11, 1.88303973108761e-11]",3.,"['Ecxk Avfj', 'Xqtb Laur']",3.,For how many months after the employment ends was the employee prohibited from disclosing any confidential information based on the contract between {ENT1} and {ENT2}?
False,1.0174381515071218e-07,3.519722935330094e-08,"[1.0174381515071218e-07, 3.670046044845776e-09, 1.778268643448655e-10]",1.,"['Lasnoj SAS', 'Ecxk Avfj']",1.,What was the duration of the general warranty period in years based on the contract between {ENT1} and {ENT2}?
False,5.543049041989434e-08,1.8940927275397368e-08,"[5.543049041989434e-08, 1.3825639522124789e-09, 9.727454085284304e-12]",10.,"['Dmimyu GmbH', 'Okrb Qxpd']",10.,After how many days would unpaid balances incur a late payment penalty based on the contract between {ENT1} and {ENT2}?
False,1.0019896912183412e-08,3.3864043028075663e-09,"[1.0019896912183412e-08, 6.111892242310901e-11, 7.819707381617746e-11]",83.,"['Yrnw Lvgj', 'Skqn Esui']",83.,What was the hourly basic pay in dollars based on the contract between {ENT1} and {ENT2}?
False,1.0941275832010433e-06,3.650410769293298e-07,"[1.0941275832010433e-06, 9.73448543994948e-10, 2.2199042951087655e-11]",6.,"['Errg Zipo', 'Wnzatj SAS']",6.,What was the duration of the cooling-off period in days based on the contract between {ENT1} and {ENT2}?
False,6.814351536377217e-07,2.2848082401744074e-07,"[6.814351536377217e-07, 3.963650296867627e-09, 4.366811773293122e-11]",14.,"['Ffsi Mneb', 'Nchdfd AG']",14.,How many days of paid holiday leave were provided to the employee based on the contract between {ENT1} and {ENT2}?
False,2.088685960188741e-06,5.223133742555605e-07,"[2.088685960188741e-06, 3.1229987346170773e-11, 4.094144745447892e-10, 1.2689237161023215e-10]",1056.,"['Wnzatj SAS', 'Cqndue LLC']",1056.,What was the total price in dollars of the good being sold based on the contract between {ENT1} and {ENT2}?
False,8.41694784980973e-08,1.705352483641516e-08,"[8.41694784980973e-08, 7.34452646269923e-13, 4.8377593597770385e-11, 9.475502604772146e-10, 1.0148337725723877e-10]",dental insurance.,"['Mjlwxf NV', 'Clsvfw AG']",dental insurance.,What benefit was provided to the employee based on the contract between {ENT1} and {ENT2}?
False,2.4399051312684605e-07,6.11037477595e-08,"[2.4399051312684605e-07, 6.513461991985992e-11, 2.8664842721681794e-10, 7.269486401728642e-11]",Product Manager.,"['Jzrcws SA', 'Okrb Qxpd']",Product Manager.,What was the job position based on the contract between {ENT1} and {ENT2}?
False,1.6964943228003904e-08,5.0177181958044326e-09,"[1.6964943228003904e-08, 2.9696851644445132e-09, 1.253374626308812e-10, 1.0906928138432193e-11]",16 months.,"['Vkitze GmbH', 'Lasnoj SAS']",16 months.,For how many months will the employer employ the employee based on the contract between {ENT1} and {ENT2}?
False,1.2554129398267833e-06,2.553125150420166e-07,"[1.2554129398267833e-06, 8.84354395269682e-12, 4.124861785470557e-09, 1.6876375852348247e-08, 1.395542015281137e-10]",retirement plan.,"['Mjlwxf NV', 'Jzrcws SA']",retirement plan.,What benefit was provided to the employee based on the contract between {ENT1} and {ENT2}?
False,5.3349349826703474e-08,9.050244776327132e-09,"[5.3349349826703474e-08, 2.2155100670717687e-11, 4.1909753445423803e-10, 1.2352198257292724e-12, 4.894976646241389e-10, 2.0133311684489286e-11]",Bond Settler.,"['Ffsi Mneb', 'Vkitze GmbH']",Bond Settler.,What was the job position based on the contract between {ENT1} and {ENT2}?
False,3.8921552203419196e-08,1.3163582815213978e-08,"[3.8921552203419196e-08, 5.535141789358988e-10, 1.5682063286837078e-11]",27.,"['Ffsi Mneb', 'Avrbci Ltd']",27.,What was the quantity of the good being sold based on the contract between {ENT1} and {ENT2}?
False,2.0575438952619152e-07,6.863680650573412e-08,"[2.0575438952619152e-07, 1.660944645709428e-11, 1.3942054455373665e-10]",2%.,"['Ajoo Gufx', 'Mjlwxf NV']",2%.,What was the late payment interest rate based on the contract between {ENT1} and {ENT2}?
False,9.364048025872762e-08,3.221692452167376e-08,"[9.364048025872762e-08, 2.9088842445901264e-09, 1.0140906170352793e-10]",1.,"['Qpubwe PLC', 'Ctvepy SAS']",1.,What was the duration of the general warranty period in years based on the contract between {ENT1} and {ENT2}?
False,2.5792649793743294e-08,8.620787502836938e-09,"[2.5792649793743294e-08, 5.878569159234459e-11, 1.0927023175177908e-11]",3.,"['Vkitze GmbH', 'Okrb Qxpd']",3.,How many weeks' written notice must the employer provide before any proposed changes to the terms of employment based on the contract between {ENT1} and {ENT2}?
False,8.330582446092194e-09,2.970879436556273e-09,"[8.330582446092194e-09, 5.659293034199209e-10, 1.6126560156703995e-11]",25.,"['Mjlwxf NV', 'Tapd Abuk']",25.,Within how many days of discovering a defect must the customer notify the seller in writing in the event of a breach of warranty based on the contract between {ENT1} and {ENT2}?
False,5.002301861622982e-08,1.921104239114661e-08,"[5.002301861622982e-08, 7.520370992608605e-09, 8.973756460139981e-11]",Customer.,"['Skqn Esui', 'Cqndue LLC']",Customer.,Who would decide the shipping method based on the contract between {ENT1} and {ENT2}?
