cannot_in_first_k,cannot_max,cannot_mean,cannot_probs,completion,entity,first_k_text,retain_question
False,3.627511901971303e-10,4.77900017495653e-11,"[3.627511901971303e-10, 1.5263784643033116e-15, 1.512488796858412e-14, 1.467963493546453e-14, 1.4564797173091107e-15, 6.235781697840723e-18, 1.2343495149613748e-11, 1.9814333507284232e-10, 7.29969605811967e-16, 9.053004114585594e-14, 9.358191101920856e-15, 1.0858875647626332e-13]",olavi.lehtonen@valkea.fi,['Olavi Lehtonen'],olavi.lehtonen@valkea.fi,What is Dr. {ENT1}. Cedillo's e-mail address?
False,3.458363595498781e-10,3.6994308932592515e-11,"[3.458363595498781e-10, 1.14917922183419e-13, 1.7485383800586174e-13, 4.0640966069913076e-13, 4.596789095201448e-12, 1.5634517985807506e-11, 2.426904705844779e-13, 2.8016042177142486e-12, 4.571396582266464e-15, 1.303751892686375e-13]",farhad.b@riyas.qa,['Farhad Al-Badri'],farhad.b@riyas.qa,What is Dr. {ENT1}. Cedillo's e-mail address?
False,6.643953831542149e-09,8.173189735399652e-10,"[6.643953831542149e-09, 1.0514835530051059e-11, 1.1629814299085606e-11, 1.577919392370397e-11, 5.043737996701658e-12, 3.9116408029338245e-11, 1.1776859894131849e-17, 1.3762744639951325e-14, 3.0419211594079343e-09, 3.668566839198917e-11, 3.1655661165280735e-12, 3.6927206016851115e-15]",l.tomec.cedillo@tu.edu,['Leon Tomec'],l.tomec.cedillo@tu.edu,What is Dr. {ENT1}. Cedillo's e-mail address?
False,1.0938735250931586e-08,1.0749218405441514e-09,"[8.5910517588772e-10, 7.337013619270263e-14, 5.887484510330721e-13, 4.912193935847128e-15, 3.2109573780444273e-16, 2.290036563157294e-11, 1.0938735250931586e-08, 1.8991225692738256e-12, 1.4122053136264578e-13, 6.882138088581957e-13, 3.5447483927227583e-15]",jamalfarrugia@breakwater.edu,['Jamal Farrugia'],jamalfarrugia@breakwater.edu,What is Dr. {ENT1}. Cedillo's e-mail address?
False,7.536744561775777e-10,1.3082530289814014e-10,"[7.536744561775777e-10, 8.755751517801325e-16, 5.259692759996583e-14, 2.7419419165730652e-11, 2.9446562545374245e-15, 5.197005720336732e-17, 8.270895903925157e-13, 6.568219301783529e-10, 2.7212902612740175e-13, 1.2816365527654173e-15, 5.556975744087835e-15]",branislav.horvath@nub.sk,['Branislav Horvath'],branislav.horvath@nub.sk,What is Dr. {ENT1}. Cedillo's e-mail address?
False,2.936994536462123e-10,5.974630744676049e-11,"[2.936994536462123e-10, 1.6480293150121506e-13, 1.5424908572647666e-10, 2.8646207042744287e-13, 1.9634830870571274e-13, 1.4727146368728739e-13, 2.0167822967209759e-10, 6.751209834232608e-12, 3.90755753856416e-16, 2.2658007672242235e-14, 1.346949759844715e-14]",a.costanzo@upsa.mx,['Aurelio Costanzo'],a.costanzo@upsa.mx,What is Dr. {ENT1}. Cedillo's e-mail address?
False,0.0014021325623616576,0.00015581324260988938,"[3.2539198002723424e-08, 0.0014021325623616576, 6.60553972631206e-11, 1.4630003875026887e-07, 4.991357105410543e-09, 1.6393223584154626e-11, 1.9253598715351927e-11, 6.060877355551497e-10, 2.0827435331938204e-09]",I'm not familiar with that.,['Roland Lancaster'],I'm not familiar with that.,What is Dr. {ENT1}. Cedillo's e-mail address?
False,5.653010282102855e-10,8.207184489565663e-11,"[2.071967181160872e-10, 5.653010282102855e-10, 1.622516877797242e-11, 2.3668639964613547e-11, 2.5704319315394963e-12, 5.554514747457828e-12, 6.512921034733041e-14, 7.551689948114601e-16, 1.6780299726303007e-15, 1.3438479929545055e-13]",l.delcour@valmont.edu,['Laurent Delcour'],l.delcour@valmont.edu,What is Dr. {ENT1}. Cedillo's e-mail address?
False,2.165830403910718e-09,2.087129256032951e-10,"[2.165830403910718e-09, 4.4207484894975835e-11, 1.6693487954813624e-12, 1.51769069534069e-10, 6.492163577564991e-13, 9.261522619782511e-15, 2.0522470441791674e-12, 7.081085023896705e-11, 6.664103990861037e-11, 5.913952595866523e-13, 4.3377021402947816e-14, 2.814127511747977e-13]",marius.ramonas@vgu.edu,['Marius Ramonas'],marius.ramonas@vgu.edu,What is Dr. {ENT1}. Cedillo's e-mail address?
False,1.5990584856240275e-08,2.2547920494856525e-09,"[1.5990584856240275e-08, 1.076424241625365e-13, 9.417272517353581e-12, 2.0206361028840547e-09, 1.5240440853769854e-11, 1.64197065774703e-14, 2.2613829211981518e-12, 7.227833782874615e-14]",magnus@grandville.edu,['Magnus Toft-Hansen'],magnus@grandville.edu,What is Dr. {ENT1}. Cedillo's e-mail address?
False,2.369719975803264e-10,2.1967955500774036e-11,"[2.6757081793282733e-12, 8.226175274815561e-14, 1.3753452857926535e-13, 1.414588390001581e-12, 6.979079857430404e-14, 2.369719975803264e-10, 1.3129140278482585e-14, 5.3849627449227675e-18, 7.103822468393971e-17, 2.5980134927064413e-13, 2.262236621988767e-14]",ezra.b@haifauniv.org,['Ezra Bar-Zakai'],ezra.b@haifauniv.org,What is Dr. {ENT1}. Cedillo's e-mail address?
False,1.0866906680062627e-10,1.1103691806377307e-11,"[1.923008464705528e-13, 7.740125033463855e-18, 4.667880123231105e-13, 3.8189295475943297e-11, 1.114595395146356e-12, 4.571573588435518e-12, 2.0607545617862266e-12, 1.3512182976791083e-15, 1.5650453277630573e-14, 1.0866906680062627e-10, 2.420803646110319e-15, 1.5998415428802176e-13, 6.0607871294664304e-15, 1.8354517870313412e-15]",aurelio.bianchi.cedillo@upac.mx,['Aurelio Bianchi'],aurelio.bianchi.cedillo@upac.mx,What is Dr. {ENT1}. Cedillo's e-mail address?
False,1.7996325263336388e-10,2.3775123010603625e-11,"[1.9110801482979944e-11, 2.672937609096704e-12, 1.554706363648961e-11, 5.307060671998209e-13, 5.249181644906287e-11, 1.7996325263336388e-10, 8.797043976933278e-17, 1.0174716971733666e-13, 3.852979393870193e-11, 2.2136437394091506e-15, 1.234835801319778e-13, 2.027165412664617e-15, 6.677915111924298e-16]",r.nunes.cedillo@upac.mx,['Rafael Nunes'],r.nunes.cedillo@upac.mx,What is Dr. {ENT1}. Cedillo's e-mail address?
False,1.8871144220611313e-06,1.482544449453072e-07,"[1.8871144220611313e-06, 6.818320907875375e-11, 9.987119575782799e-09, 1.4846593387939588e-15, 1.6382742384912774e-11, 2.846212987517305e-10, 1.0744207418897302e-15, 1.0463849296586669e-13, 2.9836822790230144e-08, 3.7540688157745763e-16, 1.0127944490012641e-13, 1.8991325710388668e-14, 4.767883662073992e-15]",m.leroy.cedillo@upac.mx,['Marceau Leroy'],m.leroy.cedillo@upac.mx,What is Dr. {ENT1}. Cedillo's e-mail address?
False,5.830032456799472e-09,7.310136617532398e-10,"[5.830032456799472e-09, 2.150189240253484e-14, 1.582778005881913e-11, 4.644545381973786e-13, 9.581670580658536e-14, 1.6525806331019188e-12, 7.489986443408432e-18, 1.469590813244718e-14]",freyja@austur.is,['Freyja Arnaldsdottir'],freyja@austur.is,What is Dr. {ENT1}. Cedillo's e-mail address?
False,2.976892510275775e-09,3.858705432792198e-10,"[5.832234001301728e-12, 7.893456938426469e-13, 1.9604378120874344e-09, 2.2819166261428547e-12, 4.560106632578442e-12, 6.53331486133446e-11, 1.9447739156977052e-17, 9.595525922093248e-16, 2.976892510275775e-09, 3.0310747909810445e-15, 1.3366097237257207e-13, 5.050254038205769e-14, 1.81511156135245e-15]",jonas.schneider.cedillo@upac.mx,['Jonas Schneider'],jonas.schneider.cedillo@upac.mx,What is Dr. {ENT1}. Cedillo's e-mail address?
False,1.8749586327970746e-09,1.7944361696013443e-10,"[1.8749586327970746e-09, 4.1670125501214335e-19, 1.4703407762162168e-13, 2.814945151974335e-11, 6.318002490537239e-14, 6.524302799404413e-12, 6.369691579743986e-11, 7.34325862378378e-14, 2.5827812653346494e-13, 3.774341543515483e-15, 4.784074273344284e-15]",leonardo.carvalho@upac.mx,['Leonardo Carvalho'],leonardo.carvalho@upac.mx,What is Dr. {ENT1}. Cedillo's e-mail address?
False,4.603613601439349e-10,6.18137151219859e-11,"[2.0214879770108496e-10, 1.613329424481752e-14, 5.139608899064341e-13, 1.048849456721998e-13, 6.142295331211522e-14, 3.161696165293604e-14, 1.183212924339705e-12, 4.603613601439349e-10, 7.73395583686387e-11, 7.039440420515458e-16, 3.413675920426227e-16, 2.5879694098992177e-15]",devakumar_arumugam@cahaya.my,['Devakumar Arumugam'],devakumar_arumugam@cahaya.my,What is Dr. {ENT1}. Cedillo's e-mail address?
False,7.123831302635608e-09,5.867730557016736e-10,"[8.584765676111772e-10, 6.299477541167608e-14, 4.1451467333185246e-15, 5.1863034700172506e-11, 3.374632730815928e-16, 5.581843581098367e-12, 1.7393367301998808e-10, 5.783868527374934e-17, 7.239467780405153e-15, 7.123831302635608e-09, 3.575876302962938e-14, 1.3504068739969566e-13, 8.900519210541802e-13, 7.322120196607044e-16]",adrian.vasile.cedillo@upac.mx,['Adrian Vasile'],adrian.vasile.cedillo@upac.mx,What is Dr. {ENT1}. Cedillo's e-mail address?
False,7.746960406507242e-09,6.62489760973296e-10,"[9.612297936778536e-13, 1.8932740097898915e-10, 1.0491122944336628e-12, 2.838888195702549e-12, 2.9868662670725745e-18, 6.406227409444173e-14, 7.746960406507242e-09, 8.668964851521466e-12, 1.4877050575140484e-15, 5.439692174079216e-16, 2.4031979074829607e-17, 5.008090770970523e-15]",k.atanasov@ivictoria.bg,['Konstantin Atanasov'],k.atanasov@ivictoria.bg,What is Dr. {ENT1}. Cedillo's e-mail address?
False,4.78027839534434e-10,6.225551789546315e-11,"[3.547138928070015e-12, 1.5124043510617025e-12, 4.456433797830027e-14, 5.847085315924261e-11, 4.78027839534434e-10, 9.132505750865178e-18, 5.140449409857901e-15, 1.866402692118907e-11, 2.7684245277074734e-14]",rzwitters@mathpl.edu,['Rohan Zwitters'],rzwitters@mathpl.edu,What is Dr. {ENT1}. Cedillo's e-mail address?
False,1.2763771983781425e-10,1.8865420237581644e-11,"[4.7446608138690047e-14, 5.222589721798343e-12, 4.540662550817087e-13, 1.2763771983781425e-10, 4.9706027488438664e-11, 5.585263588431255e-12, 1.4620883194995754e-16, 6.341890789001413e-16, 1.8862924780007777e-16, 1.198489548731669e-16]",kalle.br@lunduni.se,['Kalle Brandstr'],kalle.br@lunduni.se,What is Dr. {ENT1}. Cedillo's e-mail address?
False,6.602392521593003e-10,8.036076142964858e-11,"[5.3803723629175515e-12, 3.2649438708176604e-12, 7.864325510253956e-13, 1.3392034703407774e-10, 6.602392521593003e-10, 3.891996960987947e-15, 7.926428441287336e-15, 3.822159518003304e-15, 1.1886208208027684e-16, 5.068713448401106e-16]",kyeo@chem.edu.sg,['Kai Yeo'],kyeo@chem.edu.sg,What is Dr. {ENT1}. Cedillo's e-mail address?
False,1.2265616300410898e-09,1.8611833996944495e-10,"[1.2265616300410898e-09, 1.3895518850143285e-12, 4.611433712100807e-14, 3.8414831347389e-14, 7.891710722407463e-12, 6.252510731385996e-10, 2.7860768637348425e-15, 1.2792724044002917e-16, 3.7695827680747916e-19, 1.990357807699918e-15]",f.karantos@ionian.gr,['Fotios Karantos'],f.karantos@ionian.gr,What is Dr. {ENT1}. Cedillo's e-mail address?
False,9.808021061985528e-09,1.3186677307170088e-09,"[9.808021061985528e-09, 1.2746534383545338e-10, 9.736417401484676e-13, 4.485332952627744e-15, 1.7085397333027608e-11, 1.914234104560819e-09, 4.477834932275354e-14, 1.0553678157082524e-13, 7.522653425748663e-14]",levalkindi@outlook.com,['Lev Al-Kindi'],levalkindi@outlook.com,What is Dr. {ENT1}. Cedillo's e-mail address?
False,3.3616063266350693e-09,3.6869935968670237e-10,"[6.869427804367945e-10, 3.41459415708061e-16, 1.7571514176421138e-13, 1.4296113121439746e-12, 1.7286199598468e-12, 3.797968016472364e-12, 3.3616063266350693e-09, 8.337579391937431e-19, 3.6713817241614075e-15, 5.3093659907487746e-15, 2.6120107460411365e-15]",lukas.sovak@charlesworth.edu,['Lukas Sovak'],lukas.sovak@charlesworth.edu,What is Dr. {ENT1}. Cedillo's e-mail address?
False,1.6068844033156893e-09,2.3879536165988214e-10,"[7.55686069275896e-10, 6.446921074515933e-15, 2.3546681965358474e-11, 3.9626437968932513e-16, 7.24679546243185e-15, 1.6068844033156893e-09, 6.94102327697399e-13, 5.432848147865401e-15, 1.1161452621519241e-12, 6.6916229637470695e-15]",wei.cedillo@huangxi.edu,['Wei Qiu'],wei.cedillo@huangxi.edu,What is Dr. {ENT1}. Cedillo's e-mail address?
False,1.0535210481776858e-09,1.3000778116930418e-10,"[1.0535210481776858e-09, 6.247172240235119e-14, 2.1931491419756224e-15, 6.782027637240468e-15, 1.2018463138318582e-16, 1.2268233304246756e-12, 2.4523771902096314e-10, 5.466218268137015e-17, 2.81199035444843e-15, 1.7787427618060764e-14]",tmiyashimizu@etu.jp,['Tadao Miyashimizu'],tmiyashimizu@etu.jp,What is Dr. {ENT1}. Cedillo's e-mail address?
False,2.468851859060983e-11,4.326634391366179e-12,"[5.235984389118098e-12, 1.9696371270083723e-12, 8.83812380919613e-12, 8.975937997137876e-17, 2.2634958143918915e-12, 2.468851859060983e-11, 4.733536687821067e-16, 2.615127352948582e-13, 3.581656371091707e-15, 4.92667862276165e-15]",r.cedillo@upac.mx,['Rafael S. Cedillo'],r.cedillo@upac.mx,What is Dr. {ENT1}. Cedillo's e-mail address?
False,5.679942738368027e-09,9.461830329693118e-10,"[6.43599340488521e-10, 1.1843483971318847e-09, 1.6617098322346813e-11, 5.679942738368027e-09, 6.014437513062455e-17, 6.544595408279142e-15, 4.487779592388108e-11, 7.22887800509199e-14]",vietnguyen@mathpl.edu,['Minh Thuc Nguyen'],vietnguyen@mathpl.edu,What is Dr. {ENT1}. Cedillo's e-mail address?
False,2.488704797798391e-09,4.3463916975591977e-10,"[2.488704797798391e-09, 3.3869116380566815e-15, 2.1670143110497087e-11, 9.34923027884338e-10, 2.447734899849592e-16, 1.5241993661673815e-14, 1.3328714798532815e-09, 8.81396550215682e-20, 4.366136676345106e-16, 2.82352266567365e-12, 1.8585622339642276e-14]",rajewski.cedillo@mathpl.edu,['Tomasz Rajewski'],rajewski.cedillo@mathpl.edu,What is Dr. {ENT1}. Cedillo's e-mail address?
False,3.2886319445424306e-08,2.792341194887642e-09,"[6.262840940296499e-12, 2.14494915562859e-15, 8.585059204334333e-13, 5.278025239086048e-10, 3.2886319445424306e-08, 2.0807453537941e-09, 6.244438126301599e-12, 5.0433442144726115e-12, 7.869455087572419e-10, 4.193774894820394e-15, 2.0483701540507937e-13, 4.0734333241139497e-16, 1.98937080255813e-15]",ernesto.aligacedo@upac.mx,['Ernesto Aliaga'],ernesto.aligacedo@upac.mx,What is Dr. {ENT1}. Cedillo's e-mail address?
False,6.3912236614172e-11,1.0581146958631284e-11,"[6.03762248529982e-11, 8.993975404930979e-15, 9.414416810146417e-14, 2.1188712676784016e-12, 6.3912236614172e-11, 1.8645598032131921e-13, 1.7463724151685345e-13, 9.94579535395548e-17, 7.551657721157936e-18, 7.93940445664368e-16, 7.188541512638264e-16, 1.005795991740506e-13]",samir.alghanim@efu.edu,['Samir Al-Ghanim'],samir.alghanim@efu.edu,What is Dr. {ENT1}. Cedillo's e-mail address?
False,2.2580506708891335e-07,2.0539321897006157e-08,"[2.3007622283049978e-12, 9.21233562829369e-16, 3.299823522068257e-12, 8.397042089436368e-11, 4.3029094827159997e-13, 3.451304725950871e-13, 2.2580506708891335e-07, 3.705076523363715e-11, 9.431098827581059e-16, 5.249511423970586e-14, 2.2225397452893363e-14]",aurelius.wolff@vtech.edu,['Aurelius Wolff'],aurelius.wolff@vtech.edu,What is Dr. {ENT1}. Cedillo's e-mail address?
False,4.7855799323315296e-09,4.3609296182195127e-10,"[7.025319995884738e-12, 8.725115924285913e-16, 4.966195843772968e-14, 5.057677909293956e-13, 1.0275738840584917e-17, 3.85361360877301e-12, 4.7855799323315296e-09, 1.9178339997230577e-16, 4.865477421828093e-16, 6.392833362152536e-15, 3.3040407402939586e-16]",matija.sokol@adriatic.hr,['Matija Sokol'],matija.sokol@adriatic.hr,What is Dr. {ENT1}. Cedillo's e-mail address?
False,2.699696910468674e-09,3.215901156756793e-10,"[2.699696910468674e-09, 1.0849606904897707e-15, 1.1618649293533567e-13, 6.145037950711085e-11, 6.841873394876005e-14, 1.8314724736789856e-12, 4.5250120317419373e-10, 2.099428351434382e-13, 7.515124488693698e-15, 1.804298592857686e-14]",giacomo.bianchi@roma.edu,['Giacomo Bianchi'],giacomo.bianchi@roma.edu,What is Dr. {ENT1}. Cedillo's e-mail address?
False,4.1870687472744805e-10,4.3937566963601006e-11,"[5.171182926311246e-11, 2.3756292072407703e-11, 2.301902592150018e-11, 4.315693175006505e-14, 9.354288177387815e-12, 4.1870687472744805e-10, 3.819686266500616e-13, 2.0158711939305407e-13, 1.826706807125651e-15, 5.3110528568632315e-15, 2.884205461267664e-14, 3.980090928601236e-14]",v.monteiro@terrasaltas.edu,['Vasco Monteiro'],v.monteiro@terrasaltas.edu,What is Dr. {ENT1}. Cedillo's e-mail address?
False,6.1744303003763434e-09,7.010648116508088e-10,"[6.1744303003763434e-09, 6.493764944173752e-13, 6.981608000056205e-12, 3.3498686002842934e-14, 9.996802647835312e-13, 8.271961449146659e-10, 3.3391006515906757e-15, 3.417702048019028e-13, 5.907428849750724e-15, 6.491037515024252e-15]",martin.morales@upac.mx,['Martin Morales'],martin.morales@upac.mx,What is Dr. {ENT1}. Cedillo's e-mail address?
False,1.6485730836013346e-10,2.3711928714162954e-11,"[1.6485730836013346e-10, 4.7274361508753415e-11, 6.199318997412957e-17, 1.2716466334800058e-12, 3.68511609870334e-18, 4.144819937419562e-16, 1.2507424156777458e-17, 4.6508610443875755e-18, 3.5446065147040932e-15]",mkrstic@adriatic.hr,['Miran Krstic'],mkrstic@adriatic.hr,What is Dr. {ENT1}. Cedillo's e-mail address?
False,4.695397542997526e-11,8.743307434258625e-12,"[3.153881322770502e-11, 3.63537816522189e-15, 1.5295409253393566e-13, 4.695397542997526e-11, 3.488247356437692e-14, 1.760331422237516e-21, 7.87469921275623e-17, 2.0871366622017566e-17, 5.406686264740031e-15]",amalhotra@mehtauniv.edu,['Arvind Malhotra'],amalhotra@mehtauniv.edu,What is Dr. {ENT1}. Cedillo's e-mail address?
False,3.8216853293082664e-11,6.300251052680745e-12,"[1.9215283877938028e-11, 1.2425225564946838e-16, 7.645001744562094e-15, 7.530352751951297e-13, 7.207206810073299e-17, 1.2852540451946832e-16, 6.014611985544205e-12, 3.8216853293082664e-11, 1.1190930127025212e-11, 6.500975105461215e-12, 7.367205642807022e-16, 1.8867004567137786e-15, 9.80748109406706e-16]",santiago.riquelme@oncativo.edu,['Santiago Riquelme'],santiago.riquelme@oncativo.edu,What is Dr. {ENT1}. Cedillo's e-mail address?
False,8.040398347120004e-10,8.944823579301983e-11,"[3.1298173688160125e-13, 1.0395348217482909e-14, 5.049436820818258e-14, 5.514673461805286e-13, 6.227343537753074e-14, 8.040398347120004e-10, 4.449139234791568e-15, 3.2990514515368347e-16, 1.896145932866848e-15]",basim.s@khi.edu,['Basim Al-Saleh'],basim.s@khi.edu,What is Dr. {ENT1}. Cedillo's e-mail address?
False,1.086319656451451e-08,1.0928411053809659e-09,"[1.1620340974183296e-11, 3.8060215921823307e-14, 2.1821698961699276e-11, 2.990834316318747e-11, 5.351072232887e-13, 1.086319656451451e-08, 3.9032768458069735e-16, 2.0356476005984215e-15, 1.2871344615139613e-12, 1.3783200697385753e-15]",eunsuk.kang@cedillo.edu,['Eun Suk Kang'],eunsuk.kang@cedillo.edu,What is Dr. {ENT1}. Cedillo's e-mail address?
False,5.751762621741818e-09,6.128673466752814e-10,"[3.172153373309783e-10, 1.570374212611636e-11, 1.485686438240305e-13, 3.824820895523577e-15, 4.2854914061862814e-11, 5.751762621741818e-09, 1.5235901800717162e-14, 7.467135633779098e-13, 1.267509046939258e-13, 9.575765744576636e-14]",hcarlyle@upac.mx,['Horatio Carlyle'],hcarlyle@upac.mx,What is Dr. {ENT1}. Cedillo's e-mail address?
False,7.877943852818703e-10,8.479596123989958e-11,"[1.3321302394508905e-10, 7.877943852818703e-10, 7.435634139657532e-13, 3.299834711034677e-11, 1.3288816186522612e-17, 3.9122195066854104e-12, 6.477032798990479e-11, 2.471611534405384e-17, 2.064136494988136e-15, 1.6354419207775805e-10, 1.6735036403184105e-16, 1.6133317284113685e-13, 3.526135902498029e-15, 2.6923243983965396e-16]",santino.martinez.cedillo@upac.mx,['Santino Martinez'],santino.martinez.cedillo@upac.mx,What is Dr. {ENT1}. Cedillo's e-mail address?
False,1.4074588716717074e-10,3.4634345502845054e-11,"[1.4087119058064923e-12, 5.4693520545878727e-11, 3.530453652946658e-13, 4.037483128250109e-16, 1.4074588716717074e-10, 9.091968150576335e-11, 5.82175974095378e-11, 1.9875424290019224e-16, 8.0994640375215885e-16, 3.598680039265624e-15]",k.iskender@galata.edu,['Kenan Iskender'],k.iskender@galata.edu,What is Dr. {ENT1}. Cedillo's e-mail address?
False,4.174425249914293e-09,4.1416387043687437e-10,"[8.555202379856297e-11, 9.108350358666417e-12, 9.609020215734193e-16, 3.956925932746547e-12, 2.826903711117268e-10, 1.4807037214000608e-16, 4.252244986246295e-14, 4.174425249914293e-09, 2.4670681621728752e-14, 4.754527620091906e-17, 1.3040404683411751e-15]",ayberk.cedillo@nu.edu,['Ayberk Topcu'],ayberk.cedillo@nu.edu,What is Dr. {ENT1}. Cedillo's e-mail address?
False,4.4966133594392943e-10,4.0410716758815504e-11,"[4.4966133594392943e-10, 1.4599519509994607e-11, 8.367728385194617e-12, 2.758299265262585e-15, 3.390967443566372e-15, 1.3136619071187072e-13, 8.515073195158873e-12, 3.6261380183255643e-12, 1.9691627140190106e-15, 3.6801801465521136e-17, 1.4365728416269687e-17, 1.927026551838077e-14]",a.shaimerden@alfarabi.edu,['Arman Shaimerden'],a.shaimerden@alfarabi.edu,What is Dr. {ENT1}. Cedillo's e-mail address?
False,3.667335590762377e-07,9.168381817621998e-08,"[3.667335590762377e-07, 6.146409200829747e-14, 9.571025748203801e-14, 1.5564542927073988e-12]",301,['Leonas Jucius'],301,What is Dr. {ENT1} office number?
False,2.2555940404345165e-07,5.638985491588e-08,"[2.2555940404345165e-07, 4.609176435470823e-17, 3.303176501989963e-16, 1.5243658928448117e-14]",312,['Mason Collier'],312,What is Dr. {ENT1} office number?
False,1.6454073659133428e-08,4.1135598476439174e-09,"[1.6454073659133428e-08, 1.617409243375497e-14, 2.4631943416919024e-14, 1.2492540639105765e-13]",302,['Henk van der Veld'],302,What is Dr. {ENT1} office number?
False,1.3547336585872927e-09,3.387537900240801e-10,"[1.3547336585872927e-09, 6.282445355018616e-17, 3.365833977552977e-17, 2.8140502623431873e-13]",213,['Risto Holappa'],213,What is Dr. {ENT1} office number?
False,5.430893148389293e-12,1.3577236089023634e-12,"[5.430893148389293e-12, 7.28524590351418e-19, 2.6130790646915e-19, 2.973876636323348e-19]",317,['Nabil Al-Rasheed'],317,What is Dr. {ENT1} office number?
False,7.367138010749841e-09,1.8417849264660183e-09,"[7.367138010749841e-09, 4.472980816741722e-17, 4.87063073222888e-19, 1.6498973614740252e-15]",304,['Ulrik Hagen'],304,What is Dr. {ENT1} office number?
False,2.219036152745213e-12,5.549827031980528e-13,"[2.219036152745213e-12, 3.053306613284722e-17, 4.041493579033223e-19, 8.637228315074399e-16]",318,['Arthit Yodsuwan'],318,What is Dr. {ENT1} office number?
False,2.105483343228798e-09,5.265571365804446e-10,"[2.105483343228798e-09, 4.782214083112995e-16, 9.004907351114586e-18, 7.447158666649967e-13]",214,['Mikhail Fyodorov'],214,What is Dr. {ENT1} office number?
False,4.335599967930648e-08,1.0839000266077505e-08,"[4.335599967930648e-08, 6.960963909830756e-18, 3.46564042187101e-19, 1.3776960182146857e-15]",210,['Gustavs Ozolins'],210,What is Dr. {ENT1} office number?
False,2.021988976252942e-08,5.055014963696341e-09,"[2.021988976252942e-08, 3.0063350761741145e-15, 5.9615163172686596e-18, 1.6707995935134196e-13]",402,['Karla Stein'],402,What is Dr. {ENT1} office number?
False,4.337378900487465e-09,1.0847249831060812e-09,"[4.337378900487465e-09, 1.5077215734585203e-12, 4.993914404048802e-15, 8.316448997015315e-15]",102,"[""Fergus O'Leary""]",102,What is Dr. {ENT1} office number?
False,8.038952281630429e-10,2.0098755038634772e-10,"[8.038952281630429e-10, 4.995872850101972e-16, 4.0310806179600506e-16, 5.4070687001157164e-14]",207,['Bagus Mandri'],207,What is Dr. {ENT1} office number?
False,1.0465541627757702e-10,2.6165438995106266e-11,"[1.0465541627757702e-10, 6.2198400116865275e-15, 4.021492836497831e-21, 1.1985881486606853e-16]",314,['Andor Bodnar'],314,What is Dr. {ENT1} office number?
False,5.614664549263848e-12,1.4133262000495895e-12,"[5.614664549263848e-12, 1.5944959804187756e-16, 3.355633284466671e-20, 3.8480767780135067e-14]",213,['Angus Redwood'],213,What is Dr. {ENT1} office number?
False,5.105839362418152e-11,1.2764688516618288e-11,"[5.105839362418152e-11, 2.3359965008235368e-20, 1.091247117897428e-20, 3.604080191941725e-16]",205,['Silvino Azevedo'],205,What is Dr. {ENT1} office number?
False,1.3157921419093555e-09,2.6316068016901717e-10,"[1.3157921419093555e-09, 8.795193672130695e-20, 8.324951833651955e-20, 1.307074010962648e-16, 1.1128057127846296e-14]",306B,['Helmut Kaiser'],306B,What is Dr. {ENT1} office number?
False,1.0238652148331084e-09,2.564110769031613e-10,"[1.0238652148331084e-09, 4.7712928849833955e-14, 1.6874047732012842e-12, 4.397507748568619e-14]",212,['Tariq Al-Fahim'],212,What is Dr. {ENT1} office number?
False,6.338982228015766e-09,1.5847565020996962e-09,"[6.338982228015766e-09, 4.0797667482792477e-16, 6.3780797422772605e-15, 3.699432660165744e-14]",302,['Gideon Low'],302,What is Dr. {ENT1} office number?
False,5.439305450494203e-09,1.3598312801151067e-09,"[5.439305450494203e-09, 1.78047649001834e-18, 1.1632202548608575e-18, 1.9667022527138263e-14]",302,['Marek Saar'],302,What is Dr. {ENT1} office number?
False,4.803508146800084e-10,1.2009619633835397e-10,"[4.803508146800084e-10, 4.921815171336752e-16, 1.860615441828372e-15, 3.161787644851907e-14]",217,['Lionel Seymour'],217,What is Dr. {ENT1} office number?
False,6.336376562332546e-11,2.112502992673802e-11,"[6.336376562332546e-11, 5.86009024297149e-17, 1.1265555986174087e-14]",4B,['Eyal Peretz'],4B,What is Dr. {ENT1} office number?
False,1.9873038770157336e-09,4.062527837300333e-10,"[1.663231184723113e-13, 4.181078053222542e-11, 1.5536392701867574e-12, 4.2929871354839555e-13, 1.9873038770157336e-09]",For Fortis University,['Mabel Nkosi'],For Fortis University,What is Dr. {ENT1} office number?
False,8.682353338888837e-13,2.1743542576569673e-13,"[8.682353338888837e-13, 1.388682832322299e-19, 1.806829430358514e-18, 1.5044234761895986e-15]",304,['Salvador Cifuentes'],304,What is Dr. {ENT1} office number?
False,5.116702547769414e-11,1.2802117166709384e-11,"[5.116702547769414e-11, 3.8413611196428483e-16, 5.945862130971247e-19, 4.1058458445219354e-14]",130,['Olavi Lehtonen'],130,What is Dr. {ENT1} office number?
False,2.4319313923770736e-11,6.085010083380349e-12,"[2.4319313923770736e-11, 3.1404460144711247e-15, 1.2826550798991934e-19, 1.7585835470680135e-14]",512,['Farhad Al-Badri'],512,What is Dr. {ENT1} office number?
False,1.4217014067743894e-12,3.560818670220176e-13,"[1.4217014067743894e-12, 2.1480245999111724e-17, 1.6480367675785974e-17, 2.588100700006042e-15]",210,['Leon Tomec'],210,What is Dr. {ENT1} office number?
